title,url,desc 
金青感冒颗粒,http://www.zhongyoo.com/zhongchengyao/jqgmkl_9019.html,【药名】金青感冒颗粒 jin qing gan mao ke li　　【处方】金银花、大青叶、板蓝根、鱼腥草、薄荷、淡豆豉、淡竹叶、陈皮、甘草。　　【制备方法】以上九味，陈皮、鱼腥草、薄荷提取挥发油后，药渣与其余金银花等六味加水煎煮二次，每次1.5小时，合并煎液，滤过，滤液浓缩至适量，加入乙醇使含乙醇量为60%，搅匀，静置过夜，滤过，滤液回收乙醇，浓缩至相对密度为1.34～1.36(50℃)的清膏。取清膏1份，加蔗糖粉3.5份与糊精1.5份，制成颗粒，干燥，放冷，喷入上述陈皮等挥发油，混匀，即得。　　【药方分析】风温之邪，首先犯肺，邪正相争，诸病丛生。故方以金银花解表散风、清热解毒为君；大青叶、板蓝根清热解毒，凉血利咽为臣；薄荷、淡豆豉疏风清热、助金银花开皮毛而祛邪，以增强解表退热之功；淡竹叶甘凉清轻，能清热生津；鱼腥草、陈皮清热理气化痰；甘草调和诸药。上药合用，共奏疏风解表，清热解毒，凉血利咽之功。是治风热感冒之良药。　　【剂型规格】颗粒剂。每袋7克。为黄棕色的颗粒；味甜、微苦、具清凉感。　　【功能主治】辛凉解表，清热解毒。用于感冒发热、头痛咳嗽、咽喉疼痛。　　【用法用量】口服。成人一次1袋，一日3次。小儿用量酌减，白开水冲服。　　【使用禁忌】风寒感冒不宜使用，体虚者用量酌减。　　【临床应用】风热袭表，热郁肌腠，卫表失和，故见发热重、恶寒轻，头痛，咽痛汗出口渴，舌红脉数等症。治疗以辛凉解表为宜。　　1.风热感冒：症见发热、微恶寒，头痛，鼻塞流涕，咽喉疼痛，舌红苔薄，脉浮数。西医之感冒、流行性感冒等见上述症状均可使用。　　2.乳蛾：症见单侧或双侧腭扁桃体肿大，咽喉焮红作痛，或伴有发热，头痛，口干口渴，咽干，舌红，脉浮数等症，用金青感冒颗粒清热利咽，解毒消肿。西医之急性扁桃体炎，急性咽喉炎等，有上述症状者均可应用。　　3.风热咳嗽：症见咳嗽声重，咳痰黄黏稠，咯之不爽，伴头痛、发热、汗出、口渴、舌红苔薄黄，脉浮数。西医之急性上呼吸道感染、急性气管炎及肺炎初期有上述症状者均可辨证使用。　　【贮藏】密闭，防潮。
维C银翘片,http://www.zhongyoo.com/zhongchengyao/wCyqp_8263.html,"【药名】维C银翘片 wei C yin qiao pian　　【处方】山银花、连翘、荆芥、淡豆豉、淡竹叶、牛蒡子、芦根、桔梗、甘草、马来酸氯苯那敏、对乙酰氨基酚、维生素C、薄荷素油。　　【制备方法】以上十三味，连翘、荆芥、金银花分别提取挥发油，药渣与淡竹叶、淡豆豉、芦根、桔梗、甘草加水煎煮二次，每次2小时，滤过，合并滤液；牛蒡子用60%乙醇加热回流提取二次,每次4小时，滤过，合并滤液，回收乙醇，加入石蜡使溶解，冷却至石蜡浮于液面，除去石蜡层。合并以上各药液，浓缩成稠膏，加入适量的辅料，干燥成干膏，粉碎，加入对乙酰氨基酚，再加入用辅料包膜制成的维生素C微粒，混匀，制成颗粒，干燥，与马来酸氯苯那敏混匀，喷入上述挥发油及薄荷油，压制成片，包糖衣；或取上述干膏粉，加入对乙酰氨基酚和马来酸氯苯那敏，混匀，制成颗粒，喷入上述挥发油及薄荷油，混匀，与维生素C压成夹心片或多层片，制成片，包糖衣，即得。　　【药方分析】本方由13味药组成，基本药物为《温病条辨》中的银翘散。方中重用山银花、连翘为主药，既可清热解毒，疏散风热，又能芳香辟秽，兼顾了温热病邪多挟秽浊之气的特点。牛蒡子、薄荷味辛而性凉，疏散风热，解毒利咽；荆芥、淡豆豉辛而微温助主药发散表邪，透热外出，此二者虽为辛温，但辛而不烈，温而不燥，与大队辛凉苦寒药配伍，可增辛散透表之力，均为辅药；桔梗宣肺化痰止咳，竹叶、芦根清热生津，同为佐药；甘草既可调和诸药，又可合桔梗清利咽喉，为使药。诸药合用，共奏辛凉解表、清热解毒之功。　　【剂型规格】片剂。每片含维生素C49.5毫克、对乙酰氨基酚105毫克。为糖衣片，除去糖衣后显灰褐色，略带有少许白色斑点，或显灰褐色与白色或淡黄色层；气微，味微苦。　　【功能主治】辛凉解表，清热解毒。用于流行性感冒引起的发热头痛、咳嗽、口干、咽喉疼痛。　　【用法用量】口服。一次2片，一日3次。　　【使用禁忌】用药期间不宜驾驶车辆、管理机器及高空作业等；孕妇及脾胃虚寒者不宜服用；肝肾功能不全者慎用，或遵医嘱。风寒感冒禁用。　　【临床应用】本药为著名的辛凉清热解表剂。适用于普通感冒与流行性感冒。临床症见：发热重，恶寒轻，头痛，身痛，咳嗽，痰黄稠，口干，咽喉肿痛，大便干，小便短赤，舌质红赤，舌苔黄，脉象浮数。　　【贮藏】密封，避光。"
三金感冒片,http://www.zhongyoo.com/zhongchengyao/sjgmp_6105.html,【药名】三金感冒片 san jin gan mao pian　　【处方】薄荷油、三叉苦、玉叶金花、金盏银盘、大头陈、金沙藤，倒扣草、地胆头。　　【制备方法】以上八味，除薄荷油外，其余三叉苦等七味加水煎煮二次，每次1.5小时，合并二次煎液，滤过，将滤液浓缩至稠膏，加定量淀粉，干燥，测定水分，计算出于浸膏含量，粉碎成细粉，制成颗粒，烘干，喷加薄荷油，混匀，压制，包糖衣，即得。　　【药方分析】本方主治风寒之邪郁而化热，或外感风热之邪所致感冒头痛，身痛，腰背痛，咽喉肿痛，或腹泻痢疾，肌肉关节痛等。本品以金盏银盘、玉叶金花、金沙藤(三金)为主药，善能清热解毒，活血散瘀，清胃肠，消咽肿。配薄荷油、大头陈、倒扣草、三叉苦等药，以发表解肌，驱风散结，利水通淋，对风热感冒多收捷效。　　【剂型规格】片剂。为糖衣片，除去糖衣后，显棕黑色；气微，味苦。　　【功能主治】清热解毒。用于风热感冒，症见发热、咽痛、口干。　　【用法用量】口服。一次6片，一日3次。　　【使用禁忌】体虚感冒慎服。　　【临床应用】本药为发表解肌、清热解毒之剂。主要用于感冒病的风热证候。　　1.感冒：表现为发热恶寒，咽痛，腰背痛，周身疼痛，苔薄黄，脉浮数者可用本品以发散风热，散郁止痛。对外感时邪所致的头痛：如乙型脑炎、流行性感冒、高热头痛等均有良效。　　2.咽喉肿痛：高热，周身痛，关节疼痛，咽喉肿痛，食物难下，声哑，舌红绛，脉数者宜服本品。　　3.痢疾：表现为身热，腹痛，里急后重，下利脓血，或食少，厌油食，恶心，口干，舌紫绛，脉数者。　　4.泄泻：水样便，便下不消化的食物，每日数十次，腹急痛，腹胀满，或伴有恶心，呕吐，纳少，不欲食，舌红，苔黄，脉数者。　　此外，本品尚可治疗慢性胃炎、关节炎、高血压、皮炎或疔毒恶疮、瘰疬等病。　　【贮藏】密闭，防潮。
避瘟散,http://www.zhongyoo.com/zhongchengyao/bws_8704.html,【药名】避瘟散 bi wen san　　【处方】檀香、零陵香、白芷、香排草、姜黄、玫瑰花、甘松、丁香、木香、人工麝香、冰片、朱砂、薄荷脑。　　【制备方法】以上十三味，除麝香、冰片、薄荷脑外，朱砂水飞成极细粉，其余檀香等九味粉碎成细粉，过筛，混匀。将冰片、薄荷脑同研至液化，另加入甘油，搅匀。将麝香研细，与上述粉末配研，过筛，混匀，与冰片等液研匀，即得。　　【药方分析】本方由13味药组成。方中以朱砂镇心安神解毒为主药。香排草清热解毒凉血，檀香、冰片、丁香、人工麝香、薄荷脑开窍避秽为辅药。姜黄、白芷、零陵香、甘松、木香、玫瑰花理气止痛，醒脾开胃，共为佐药。诸药合用，共奏祛暑避秽、开窍醒神、理气止痛之功。　　【剂型规格】散剂。每盒装0.6克。为朱红色的粉末；气香，味凉。　　【功能主治】祛暑避秽，开窍止痛。用于夏季暑邪引起的头目眩晕、头痛鼻塞、恶心、呕吐、晕车晕船。　　【用法用量】口服。一次0.6克。外用适量，吸入鼻孔。　　【使用禁忌】孕妇忌服。含普拉雄酮，运动员禁用。　　【临床应用】本药为夏季祛暑专用药，适用于夏季感受暑邪引起的暑热病，临床运用指征为：头目眩晕，头痛鼻塞，低热，恶心，呕吐，汗出，心慌，面色咣白无神，气短，舌苔白腻少津，脉象濡数。亦可用于晕车、晕船等。　　【贮藏】密封，防潮。
莲花峰茶,http://www.zhongyoo.com/zhongchengyao/lhfc_13172.html,【药名】莲花峰茶 lian hua feng cha　　【处方】枳实、川木通、甘草、紫苏、桔梗、天花粉、滑石、小茴香、茯苓、广藿香、槟榔、香薷、木瓜、前胡、桑叶、桑白皮、柴胡、青皮、豆蔻、鬼针草、木香、丁香、山楂、茵陈、泽泻、半夏(制)、防风、九层塔、白术、白扁豆、苍术、陈皮(制)、大腹皮、铁苋菜、水龙、车前子、砂仁、丁葵草、厚朴、麦芽(炒)、桂枝、稻芽(炒)、荆芥、爵床、茶叶。　　【制备方法】以上四十五味，粉碎成细粉，加水制成软材，制成颗粒，或压制成丸，低温干燥，即得。　　【药方分析】本方由45味药组成。方中香薷有“夏月麻黄”之称，辛而微温，入肺、脾、胃经，能疏风散寒、和湿化中、祛暑利水，为主药，防风、桑叶、荆芥、桂枝、紫苏、茵陈、广藿香祛风解表化湿，茯苓、苍术、白术、白扁豆、木瓜健脾利湿，共为辅药。厚朴、砂仁、木香、青皮、槟榔理气化湿，铁苋菜、鬼针草清热利水，九层塔、川木通、滑石、泽泻、车前子、大腹皮 利水消肿，天花粉滋阴清热，陈皮、桔梗、前胡、桑白皮、半夏理气化痰湿，柴胡和解表里，小茴香、豆蔻、丁香温中和胃，爵床、水龙、丁葵草清热解毒利湿、祛瘀，枳实、山楂、麦芽、稻芽消食导滞，茶叶清利头目，共为佐药。甘草调和诸药为使药。全方合用，共奏疏风散寒、清热解暑、祛痰利湿、健脾开胃、理气和中之功效。　　【剂型规格】茶剂：每袋装3克；每丸重3克。为棕褐色至褐色的颗粒或茶丸；气香，味微甘、微苦。　　【功能主治】疏风散寒，清热解暑，祛痰利湿，健脾开胃，理气和中。用于四时感冒，伤暑挟湿，脘腹胀满，呕吐泄泻。　　【用法用量】开水冲泡服或煎服，一次6～9克。　　【使用禁忌】忌食生冷、油腻之品。　　【临床应用】本药为药茶制剂，适用于四时感冒，伤暑夹湿，以及水土不服等病症。　　1.四时感冒：四时感受风寒，内伤饮食，所见低热微恶风寒，胃脘不适，食欲不振，头痛身困，舌苔白黄腻，脉象浮数。　　2.伤暑夹湿：夏月感受暑湿，或外受暑邪，内伤生冷，症见低热恶风，脘腹胀满，呕吐泄泻，口黏而苦，头重身困，舌苔黄腻，脉象濡数。此为伤暑挟湿之候，初起可用本茶治之。　　3.水土不服：每到异地，头痛身困，不欲饮食，口淡乏味，恶心反胃，或兼腹痛腹泻，舌苔白腻或黄腻，脉象濡数。　　【贮藏】密封，防潮。
藿香正气丸,http://www.zhongyoo.com/zhongchengyao/hxzqw_13160.html,【药名】藿香正气丸 huo xiang zheng qi wan　　【处方】广藿香、紫苏叶、白芷、白术、陈皮、半夏、厚朴、茯苓、桔梗、甘草、大腹皮、生姜、大枣。　　【制备方法】以上十三味，取广藿香、陈皮、白术、厚朴、生姜以70%乙醇为溶剂，半夏以45%乙醇为溶剂，照流浸膏与浸膏剂项下的渗漉法(附录17页)浸渍24小时后，进行渗漉，收集漉液，回收乙醇，减压浓缩成相对密度为1.30～1.35(20℃)的稠膏；取紫苏叶提取挥发油，残渣与大腹皮、大枣加水煎煮二次，第一次3小时，第二次2小时合并煎液，滤过，滤液浓缩成相对密度为1.30～1.35(20℃)的稠膏；取白芷、茯苓、桔梗粉碎成细粉；甘草部分粉碎成细粉，部分制成浸膏；将上述各膏、粉混匀，加入紫苏叶挥发油，混匀，制丸，干燥，打光，即得。　　【药方分析】本方由13味药物组成。暑月外感挟湿，气机阻滞，波及三焦。外感风寒之邪，卫阳被遏，则出现恶寒发热等表证；湿阻气机，乱于上焦则胸膈满闷，逆于中焦则恶心呕吐，阻于下焦则肠鸣泄泻。故本方以广藿香一味，芳香化浊，理气和中，解表散邪为君。紫苏叶、白芷解表散寒而兼化湿滞为臣。三药相伍则解表化湿之功益彰。姜厚朴、大腹皮理气祛湿化滞；陈皮、制半夏理气降逆，和胃化湿；茯苓、白术、甘草益气健脾助运；桔梗宣肺利膈，共为佐药。生姜、大枣调和营卫以为使药。诸药合用，祛暑解表，化湿和中，俾风寒解而寒热除，表气通而湿滞化，气机畅而胸膈舒，脾胃调而吐泻止。　　【剂型规格】①水丸剂：每袋9克；②蜜丸剂：每丸9克；③浓缩丸：每8丸相当于原药材3克。气芳香，味甘、微苦。　　【功能主治】解表化湿，理气和中。用于外感风寒，内伤湿滞，头痛昏重，胸膈痞闷，脘腹胀痛，呕吐泄泻。　　【用法用量】口服。温开水送服。①水丸剂：成人一次6克，每日2次；②蜜丸剂：成人一次1丸，一日2次；12岁以下小儿服成人二分之一量，婴幼儿需遵医嘱；③浓缩丸：一次8丸。　　【使用禁忌】忌生冷油腻。　　【临床应用】本药是祛暑解表，化湿和中，扶正祛邪之剂，多用于感冒、呕吐、泄泻、霍乱、湿阻等病症。运用本药的基本指征为：恶寒发热，头身困重疼痛，胸脘满闷，恶心呕吐或泄泻，舌苔白腻，脉濡缓。暑月外感最易出现这种外感风寒、湿阻气机的病机，故本药为暑天之常用药物。　　1.感冒：表现为恶寒发热，头身困重而疼痛，胸脘满闷，恶心纳呆，舌质淡红，舌苔白腻，脉浮缓。西医之胃肠型感冒、流行性感冒，见上述表现者，可按此辨治。　　2.呕吐：表现为呕吐，脘腹胀痛，伴发热恶寒，周身酸困，头身疼痛者。西医之急性胃炎而见上述表现者，属此范围。　　3.泄泻：表现为泄泻暴作，便下清稀，肠鸣腹痛，脘闷纳呆，伴见恶寒发热，周身酸楚。西医之急性肠炎而见上述表现者，可按此治疗。　　4.霍乱：表现为突然呕吐下利，便下清稀，或如米泔水，不甚臭秽，胸脘痞满，恶寒。急性胃肠炎，见上述临床表现者，属之。　　5.湿阻：表现为胸脘满闷，纳谷不馨，恶心嗳气，腹胀便溏，头重如裹，肢体困倦，口中黏腻，不欲饮水。西医之慢性胃炎、消化性溃疡、慢性胆囊炎、慢性肝炎及迁延性肝炎、胃神经官能症等，见上述临床表现者，可按此治疗。　　【贮藏】密封。
甘露消毒丸,http://www.zhongyoo.com/zhongchengyao/glxdw_6631.html,【药名】甘露消毒丸 gan lu xiao du wan　　【处方】藿香、石菖蒲、白豆蔻、连翘、黄芩、木通、滑石、茵陈、川贝母、射干、薄荷。　　【制备方法】以上十一味，滑石水飞或粉碎成极细粉；其余茵陈等十味粉碎成细粉，与上述滑石粉配研，过筛，混匀，用水泛丸，干燥，即得。　　【药方分析】本方来源于《温热经纬》。湿热蕴结所致身热困倦、胸闷腹胀、颐肿咽痛、口渴溺赤、大便秘结、呕吐泄泻、淋浊、黄疸、暑疟等，治宜芳香化浊，清热利湿、解毒。本方用藿香、石菖蒲、白豆蔻芳香化浊，行气醒脾，为主药；连翘清热解毒，黄芩清热燥湿，木通、滑石、茵陈清热利湿，此五味药中，连翘、黄芩清热解毒于上，木通、茵陈、滑石清热渗湿于下，上清下渗以分消其势.共为辅药；川贝母、射干清肺化痰、清咽散结、清热解毒，为佐药；薄荷一味，辛凉清透，可使湿热之邪，从表而散，为使药。诸药合用，清热而不碍渗湿，渗湿而不伤阴，使湿去热清毒解，气机调和，诸症自解。　　【剂型规格】水丸剂。每50粒约重3克。为灰黄色的水丸；气微香，味苦、微辛。　　【功能主治】利湿化浊，清热解毒。用于湿温时疫、邪在气分。症见发热、倦怠、胸闷、腹胀、肢酸、咽肿、身黄、颈肿、口渴、小便短赤或淋浊，舌苔淡白或厚或干黄者。　　【用法用量】口服。成人一次6～9克，一日3次。7岁以上儿童服成人二分之一量；3～7岁儿童服成人三分之一量。　　【使用禁忌】忌食生冷、油腻之品。　　【临床应用】本方系芳香化浊，清热利湿、解毒之剂。临床主要用于夏令暑湿季节，凡见湿温、暑湿、以及黄疸等，属于湿热并重，邪留气分者，皆可用本方治之。运用本方的基本指征为：身热困倦，胸闷腹胀，口淡尿赤，舌苔白厚腻或干黄。这些指征体现 了湿热内蕴的病机，所以应用甚广。　　1.湿温：临床主要表现为持续发热，申时益甚，过时而减，头重肢酸，胸脘痞闷，食少呕恶，舌苔黄腻，或如积粉，脉濡数等。多见于夏末秋初季节。　　2.暑湿：为夏季常见病，临床表现为身热持续，身困头重，胸脘痞闷，心烦口渴，汗多尿少，舌苔黄腻，脉虚数或濡数。为夏季常见的感冒病症。　　3.黄疸：临床主要表现为身目色黄，头重身困，食欲减退，胸脘痞满，腹胀便秘，小溲黄赤，舌苔黄厚腻，脉象濡数等症。西医之急性传染性黄疸型肝炎、胆囊炎等病见上述表现者，属此范围。　　【贮藏】密封。
周氏回生丸,http://www.zhongyoo.com/zhongchengyao/zshsw_13175.html,【药名】周氏回生丸 zhou shi hui sheng wan　　【处方】檀香、木香、沉香、公丁香、麝香、冰片，雄黄、山慈菇、红大戟、千金子霜、六神曲、朱砂、五倍子、甘草。　　【制备方法】以上十四味，雄黄、朱砂分别水飞或粉碎成极细粉，麝香、冰片分别粉碎成细粉，除千金子霜外，六神曲等九味粉碎成细粉，与雄黄、麝香等粉末及千金子霜配研，混匀，过筛。用水泛丸，阴干，包衣打光(每500克干丸，用朱砂粉末24克，桃胶1.5克，化水包衣)，阴干制成即得。　　【药方分析】霍乱吐泻，多因中暑受寒，饮食不节，中焦阻滞，清浊不分所致。治当清暑散寒，辟秽解毒，化湿止痛。方中檀香、木香理气止痛，配沉香、公丁香以温中散寒，降逆止呕；六神曲消滞和胃；麝香、冰片、雄黄、山慈菇等辟秽开窍，散结解毒；红大戟、千金子霜逐水攻饮，分利清浊；朱砂镇心安神；五倍子涩肠止泻；甘草调和诸药。全方配伍共收祛暑散寒，解毒辟秽，化湿止痛的功效。　　【剂型规格】水丸剂。每10粒重1.5克。为红色的水丸；气香，味微苦。　　【功能主治】祛暑散寒，解毒辟秽，化湿止痛。用于寒霍乱，干霍乱，痧胀。　　【用法用量】口服。一次10粒，一日2次，姜水或温开水送服。　　【使用禁忌】孕妇忌服。　　【临床应用】霍乱吐泻，治疗以芳香辟秽，化湿和中为主，再区别寒、热、干、湿霍乱之不同，采用温化寒湿与清化湿热之法。本方温化寒湿，故以治疗寒霍乱为主，亦可用于干霍乱和痧胀。　　1.寒霍乱：表现为暴起呕吐下利，下利清稀，或如米泔水，臭秽不堪，腹痛或不痛，胸膈痞闷，四肢清冷，小腿转筋，舌苔白腻，脉象濡数。　　2.干霍乱：表现为卒然腹如绞痛，欲吐不得吐，欲泻不得泻，烦躁闷乱，甚则面青肢冷，头汗出，脉象沉伏。　　3.痧胀：夏秋之间感受风寒暑湿之气，或感疫气，出现恶寒发热，头、胸、腹或闷或胀或痛，上吐下泻，指甲青紫，手足麻木僵直等症。西医之霍乱、食物中毒、急性胃肠炎等病，出现上述寒霍乱、干霍乱或痧胀表现者，皆可选用本方。　　【贮藏】密封。
青六散,http://www.zhongyoo.com/zhongchengyao/qls_13178.html,【药名】青六散 qing liu san　　【处方】六一散(滑石、甘草)、红曲(炒)。　　【制备方法】以上三味，滑石水飞或粉碎成极细粉，甘草、红曲分别粉碎成粗粉，与滑石粉混匀，过筛，即得。　　【药方分析】本品以六一散祛暑湿，清湿热，配用红曲(炒)健脾和胃，消食调中，共奏祛暑消食和胃之功效。　　【剂型规格】散剂。为棕黄色粉末；味微甘。　　【功能主治】化温热，利小便。用于湿热泄泻，小便短赤。　　【用法用量】口服。一次9克，一日1～2次，布袋包煎。　　【使用禁忌】忌辛辣厚味。　　【临床应用】本品用于暑湿证兼有伤食者。除症见发热、汗出、身倦、口渴、呕吐、泄泻、小便短赤之外，其纳差、胸脘痞闷、腹胀等症状较为突出。本品应用较广。　　1.暑湿：表现为夏季暑日，恶心呕吐，纳差脘闷，腹胀时泻，身倦口渴，小溲短赤，脉象滑数。西医之中暑、急性胃肠炎，见以上表现者，可按此论治。　　2.痞证：表现为胸脘痞闷，纳谷不香，时作呕恶，胃脘嘈杂，小便短赤，大便不调，舌红苔腻，脉象滑数。西医之慢性胃炎、消化不良，见上述表现者，可按此辨治。　　【贮藏】密封。
表虚感冒颗粒,http://www.zhongyoo.com/zhongchengyao/bxgmkl_13156.html,【药名】表虚感冒颗粒 biao xu gan mao ke li　　【处方】桂枝、白芍、生姜、大枣、葛根、苦杏仁。　　【制备方法】以上六味，加水煎煮二次，滤过，合并滤液，静置24小时，取上清液浓缩至适量，加入蔗糖、糊精矢量，制成颗粒，干燥，即得。　　【药方分析】此方系桂枝汤化裁，即桂枝汤去甘草，加葛根等。风寒表虚型感冒系风寒束表，腠理不固，营弱卫强之表虚证。方以辛温之桂枝解肌祛风为君药。又用酸寒之芍药，敛阴和营，桂芍相合，一治卫强一治营弱，合则调和营卫，相须为用为臣药。生姜辛温助桂枝解肌又能温胃止呕；大枣味甘益阴和营，以助芍药。姜枣相合，调和营卫。方中葛根，取其解肌发表，生津舒筋之功，助桂枝驱太阳经脉之邪，对风寒表虚证兼气逆作喘者尤宜。苦杏仁肃降肺气。全方配伍具有散风解肌，和营退热之功用。　　【剂型规格】颗粒剂。每袋10克。为浅棕色至棕色的颗粒；味甜、微苦。　　【功能主治】散风解肌，和营退热。用于感冒病外感风寒表虚证，症见发热恶风，有汗，头痛项强，咳嗽痰白，鼻鸣干呕，苔薄白，脉缓。　　【用法用量】口服。成人一次1～2袋，一日3次，小儿酌减，开水冲服。　　【使用禁忌】服药期间，饮食宜清淡，忌生冷、厚味。服药后，多饮白开水(或喝热稀粥、稀米汤亦可)，覆被取微汗，不可大发汗，以防重复感受风寒。　　【临床应用】本药系辛温解表之剂，适用于感冒病属风寒表虚型。运用本方的主症为：发热恶风，有汗，舌苔薄白，脉浮缓。兼症；头痛项强，咳嗽痰白，鼻鸣干呕。西医之普通感冒属此证型者，即用此方。　　【贮藏】密封。
银翘伤风胶囊,http://www.zhongyoo.com/zhongchengyao/yqsfjn_8128.html,【药名】银翘伤风胶囊 yin qiao shang feng jiao nang　　【处方】山银花、连翘、牛蒡子、桔梗、芦根、薄荷、淡豆豉、甘草、淡竹叶、荆芥、人工牛黄。　　【制备方法】上十一味，荆芥、薄荷及连翘提取挥发油后，药渣与淡竹叶、芦根、牛蒡子、金银花、淡豆豉等加水煎煮二次，每次2小时，合并煎液，滤过，滤液浓缩成稠膏。桔梗、甘草及剩余的连翘粉碎成粗粉，加入稠膏中，混匀，干燥，粉碎成细粉，牛黄研细，与上述粉末混匀，过筛，再喷加薄荷等三味的挥发油，混匀，装胶囊，制成即得。　　【药方分析】本方由11味药组成。由传统的银翘散加人工牛黄而成。方中重用山银花、连翘同为主药，既可辛凉透表、清热解毒，又芳香辟秽。人工牛黄苦凉，善清解心、肝经之热毒；薄荷、荆芥穗、淡豆豉辛散表邪，透邪外出，共为辅药。牛蒡子、桔梗可疏散风热，宣肺化痰，清利咽喉；芦根、淡竹叶甘凉清轻，可清热生津止渴；甘草既可清热解毒，祛痰利咽，又能调和诸药。诸药合用，共奏辛凉透表，清热解毒之功。　　【剂型规格】胶囊。每粒装0.3克。内容物为棕褐色的粉末，气芳香，味苦、辛。　　【功能主治】辛凉解表，清热解毒。用于外感风热所致的发热恶寒、口渴、头痛目赤、咽喉肿痛。　　【用法用量】口服。一次4粒，一日3次。　　【使用禁忌】外感风寒、气虚感冒、脾胃虚寒者及孕妇慎用。　　【临床应用】本药为辛凉解表剂，适用于风热外感，或温病初期者，临床见症以发热恶寒，口渴，头痛目赤，咽喉肿痛为主症。　　1.风热感冒：发热微恶风寒，头痛身困，咳嗽，咽喉干痛，口渴，舌质红赤，舌苔薄黄，脉象浮数。多见于感冒之风热型。　　2.温病初期：发热恶寒，头痛身痛，咳嗽，痰黏咳出不利，口干口渴，小便短赤，舌质红赤，舌苔黄，脉象浮数。多见于普通感冒或上呼吸道感染者。　　【贮藏】密封。
梅苏丸,http://www.zhongyoo.com/zhongchengyao/msw_7490.html,【药名】梅苏丸 mei su wan　　【处方】乌梅、薄荷叶、紫苏叶、豆蔻、葛根、柿霜、檀香。　　【制备方法】以上七味，粉碎成细粉，另取蔗糖粉碎成细粉，过筛，再与上述粉末配研，过筛，混匀。用水泛丸，低温干燥，即得。　　【药方分析】本方由7味药物组成。感受暑热，灼伤津液，或素体阴液不足，复感风热，治当祛邪养津。本方以薄荷、葛根辛凉宣散风热，以乌梅、柿霜生津止渴，紫苏叶、檀香、豆蔻和中散表。全方药少而功专力宏。　　【剂型规格】水丸。每10粒重1. 56克。为灰白色丸；气凉，味酸甜。　　【功能主治】清热解暑，生津止渴。用于中暑风热，头昏目眩，口干舌燥，津液不足。　　【用法用量】口服或含化。一次30丸，一日3次。　　【使用禁忌】外感无津伤者不用。　　【临床应用】本药具有清热解暑，生津之力，用于中暑或暑季外感风热，内伤津液之症，可见头晕目眩，口干舌燥等。　　1.感冒：暑季风热之邪侵袭肺卫，可见发热、微恶风寒，头痛目眩，口干舌燥，苔薄黄少津，脉浮细数，可用此方辨治。　　2.中暑、暑温：暑热伤人，津液亏损，见发热恶风，头晕头痛，汗出口渴，气短乏力，脉洪而芤，可用此方施治。　　【贮藏】密封。
暑热感冒颗粒,http://www.zhongyoo.com/zhongchengyao/srgmkl_8322.html,【药名】暑热感冒颗粒 shu re gan mao ke li　　【处方】香薷、连翘、菊花、荷叶、丝瓜络、佩兰、知母、生石膏、北沙参、竹茹、竹叶。　　【药方分析】本方由11味药物组成。暑热感冒多系感受暑热之邪而引起的急性热病。方中以辛温芳香之香薷发汗解表；辛凉芳香之连翘、菊花清透上焦之暑热；荷叶、丝瓜络、佩兰芳香轻清祛暑清热；知母、生石膏清心除烦，大清气分之热；暑性大热，极易伤津，故加北沙参养阴清热；暑必兼湿，湿阻中焦故加竹茹清泄中焦湿热，竹叶清心火，利小肠。全方配伍，具有祛暑解表、清热生津之功，适宜于夏月外受暑热之感冒。　　【剂型规格】颗粒剂。每袋10克。为浅棕色至深棕色的颗粒；味甜、微苦。　　【功能主治】祛暑解表，清热生津。用于感冒病暑热症候，证见发热重，恶寒轻，汗出热不退，心烦口渴，溲赤、苔黄、脉数等。　　【用法用量】口服。成年人一次服1～2袋，小儿酌减，一日3次，温开水送服。　　【使用禁忌】宜清淡饮食，忌食辛辣厚味。　　【临床应用】本药系祛暑清热之剂。运用本方的基本指征为：发热重，汗出多，口大渴，脉洪数，病发于夏月。　　1.伤暑感冒：夏季感受暑邪而引起，症见发热重，恶寒轻，汗出热不退，心烦口渴，溲赤苔黄，脉数。此病包括夏季一般性感冒及流行性感冒。　　2.暑温：夏暑之季感受暑热病邪而见壮热，汗多，心烦，面赤气粗，口渴或背微恶寒，舌苔黄燥，脉洪数。此即中医所说暑温的“四大症”，即大热、大渴、大汗、脉洪大。凡属暑温之邪兼入阳明气分者可用之。此病包括西医之流行性乙型脑炎初起及夏季流行性感冒。　　【贮藏】密封。
清凉防暑颗粒,http://www.zhongyoo.com/zhongchengyao/qlfskl_13176.html,【药名】清凉防暑颗粒 qing liang fang shu ke li　　【处方】白茅根、芦根、淡竹叶、牛筋草、滑石(飞)、甘草。　　【药方分析】本方由6味药物组成。以白茅根、芦根、牛筋草解暑止呕，清热生津为主药；配滑石、甘草、淡竹叶清热利湿，引湿热从小便而去。6味药共同起到清热解暑利湿的功效。　　【剂型规格】颗粒剂。每包10克。为棕色的颗粒；味甜。　　【功能主治】清热祛暑，利尿生津。用于暑热，身热，口干，溲赤和预防中暑。　　【用法用量】口服。一次10克，一日3次。　　【使用禁忌】暑热已伤津气者不宜用。　　【临床应用】本方清热解毒利湿之力显著，用于中暑表现为身热自汗，心烦头晕，恶心呕吐，体倦无力。并可用于预防中暑。　　【贮藏】密封。
